GeoName,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1
Idaho,40778.1,41567.3,42346.9,43224.7,45083.1,46221,46318.4,47288.6,48631.5,49167.1,49261.3,49848.2,49963.6,51705.6,50383.8,49502.6,48979.2,48542,48317.1,48659.7,49267.5,50021.7,50865,51576,52672.1,53021.8,53560.1,53840.9,54946.1,55683.9,55914.4,58163.8,57248.3,58319.5,58845.7,59201.4,60010.8,61416,62253.6,63525.1,64984.2,65103.4,65820.7,65994.3,66885.7,67727.3,68491.6,68932.8,70159.7,71666.6,72568.4,73871,75275.3,76100.5,76934,78412.7,80323.8,81299.7,82365.7,83347.2,85208,92679.3,88187.4,90236.1,102485.4,94751.8,95679.8,98887.6,100748.7
