GeoFips,GeoName,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
16000,Idaho,732684,747188,776910,783399,791311,800913,825327,861524,899832,929495,921093,880480,868718,878541,883148,902866,925519,949506,976741,1007893,1041011,1063670,1052254
